"Glen Garioch 1995","8.94","0.31","9","$$$$","SingleMalt-like","I","I","Scotland","Malt"
"Glen Garioch 1997","8.54","0.15","6","$$$$","SingleMalt-like","I","I","Scotland","Malt"
"Glen Garioch 1999 Sherry Cask Matured","8.39","0.95","7","$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glen Garioch Founder's Reserve","8.35","0.37","16","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glen Garioch Virgin Oak","8.11","0.50","6","$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glen Grant 10yo","8.28","0.49","8","$$","SingleMalt-like","GH","H","Scotland","Malt"
"Glen Grant 12yo","8.38","0.59","6","$$$","SingleMalt-like","GH","H","Scotland","Malt"
"Glen Grant 16yo","8.52","0.29","7","$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glen Grant 18yo","8.33","0.91","4","$$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glen Grant 25yo","8.91","0.18","3","$$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glen Grant Five Decades","8.78","0.24","6","$$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glen Grant The Major's Reserve","7.92","0.66","9","$$","SingleMalt-like","GH","H","Scotland","Malt"
"Glen Moray 10yo Chardonnay Cask","8.16","0.56","9","$$","SingleMalt-like","EF","F","Scotland","Malt"
"Glen Moray 12yo Chenin Blanc","7.88","0.74","6","$$","SingleMalt-like","EF","F","Scotland","Malt"
"Glen Moray 12yo","8.03","0.29","12","$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glen Moray 16yo Chenin Blanc","7.60","0.53","4","$$$","SingleMalt-like","EF","F","Scotland","Malt"
"Glen Moray 16yo","8.25","0.55","6","$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glen Moray Classic Sherry Cask finish","8.50","0.28","3","$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glen Moray Classic","7.98","0.23","5","$","SingleMalt-like","GH","G","Scotland","Malt"
"Glen Scotia 12yo","8.32","0.52","9","$$$$","SingleMalt-like","I","I","Scotland","Malt"
"Glen Spey 12yo (F&F)","8.04","0.43","5","$$$","SingleMalt-like","GH","H","Scotland","Malt"
"Glenburgie 10yo (Gordon & MacPhail)","7.98","0.43","7","$$$","SingleMalt-like","EF","F","Scotland","Malt"
"Glencadam 10yo","8.45","0.43","12","$$$","SingleMalt-like","GH","H","Scotland","Malt"
"Glencadam 12yo Port Wood Finish","8.36","0.29","6","$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glencadam 14yo Oloroso Sherry Cask Finish","8.68","0.51","4","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glencadam 15yo","8.45","0.41","10","$$$$","SingleMalt-like","GH","H","Scotland","Malt"
"Glencadam 21yo","8.85","0.25","12","$$$$$","SingleMalt-like","GH","H","Scotland","Malt"
"Glencadam 25yo","9.09","0.01","3","$$$$$+","SingleMalt-like","EF","E","Scotland","Malt"
"Glencadam 30yo","8.82","0.19","3","$$$$$+","SingleMalt-like","GH","H","Scotland","Malt"
"Glencadam Origin 1825 (NAS)","8.34","0.14","3","$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glendalough 13yo Single Malt","8.46","0.25","7","$$$$","SingleMalt-like","GH","G","Ireland","Malt"
"Glendalough 7yo Single Malt","8.21","0.30","6","$$$","SingleMalt-like","GH","G","Ireland","Malt"
"GlenDronach 12yo Original","8.59","0.22","20","$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach 12yo Sauternes Cask Finish","8.84","0.13","5","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach 14yo Sauternes Cask Finish","8.39","0.39","6","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach 14yo Virgin Oak","8.53","0.32","10","$$$$","SingleMalt-like","GH","G","Scotland","Malt"
"GlenDronach 15yo Revival","8.91","0.28","19","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach 15yo Tawny Port Finish","8.39","0.38","4","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach 18yo Allardice","8.72","0.38","16","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach 18yo Marsala Finish","8.70","0.11","3","$$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"GlenDronach 18yo Tawny Port Finish","8.58","0.39","4","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach 19yo Madeira Finish","9.03","0.35","3","$$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"GlenDronach 21yo Parliament","8.74","0.39","15","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach 8yo The Hielan","8.43","0.36","9","$$$","SingleMalt-like","EF","E","Scotland","Malt"
"GlenDronach Cask Strength (all batches)","8.90","0.20","16","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach Cask Strength (batch 1)","9.06","0.27","6","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach Cask Strength (batch 2)","9.04","0.10","6","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach Cask Strength (batch 3)","8.89","0.39","5","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach Cask Strength (batch 4)","8.92","0.29","10","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach Cask Strength (batch 5)","8.82","0.16","8","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"GlenDronach Peated","8.51","0.30","9","$$$","SingleMalt-like","I","I","Scotland","Malt"
vintages)","8.97","0.35","13","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
vintages)","9.02","0.37","12","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenfarclas 105","8.72","0.36","22","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenfarclas 10yo","8.33","0.31","14","$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glenfarclas 12yo","8.58","0.33","19","$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenfarclas 15yo","8.67","0.29","16","$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glenfarclas 17yo","8.76","0.27","17","$$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glenfarclas 21yo","8.58","0.31","13","$$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glenfarclas 25yo","8.73","0.28","12","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenfarclas 40yo","9.27","0.29","12","$$$$$+","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenfiddich 12yo Caoran Reserve","7.85","0.52","8","$$$$$","SingleMalt-like","I","I","Scotland","Malt"
"Glenfiddich 12yo","8.11","0.23","24","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glenfiddich 14yo Bourbon Barrel Reserve","8.44","0.17","6","$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenfiddich 14yo Rich Oak","8.60","0.32","9","$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenfiddich 15yo Distillery Edition","8.71","0.30","13","$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenfiddich 15yo Solera","8.60","0.25","24","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenfiddich 18yo","8.59","0.37","18","$$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenfiddich 1963 Original Malt","8.28","0.46","7","$$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glenfiddich 19yo Age of Discovery (Bourbon Cask)","8.76","0.28","8","$$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenfiddich 19yo Age of Discovery (Madeira Cask)","8.43","0.47","12","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenfiddich 21yo Gran Reserva","8.65","0.33","14","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenfiddich 26yo Excellence","8.72","0.46","6","$$$$$+","SingleMalt-like","GH","G","Scotland","Malt"
"Glenfiddich 30yo","9.06","0.13","3","$$$$$+","SingleMalt-like","EF","E","Scotland","Malt"
"Glenfiddich Cask of Dreams","8.75","0.22","7","$$$$$","SingleMalt-like","EF","F","Scotland","Malt"
"Glenfiddich Experimental Series IPA Cask Finish","8.30","0.54","7","$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenfiddich Malt Master's Edition","8.31","0.29","7","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenfiddich Reserve Cask","8.29","0.25","6","$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenfiddich Select Cask","8.22","0.38","10","$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenfiddich Snow Pheonix","8.79","0.39","9","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenfiddich Vintage Cask","8.59","0.11","4","$$$$","SingleMalt-like","I","I","Scotland","Malt"
"Glenglassaugh 26yo","8.53","0.54","5","$$$$$+","SingleMalt-like","ABC","A","Scotland","Malt"
"Glengoyne 10yo","8.25","0.31","12","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glengoyne 12yo Cask Strength","8.58","0.40","10","$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glengoyne 12yo","8.53","0.38","10","$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glengoyne 15yo","8.48","0.54","9","$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glengoyne 17yo","8.46","0.20","11","$$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glengoyne 18yo","8.60","0.38","13","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glengoyne 21yo","8.87","0.20","14","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glengoyne 25yo","9.14","0.26","9","$$$$$+","SingleMalt-like","ABC","A","Scotland","Malt"
"Glengoyne 40yo","8.95","0.81","3","$$$$$+","SingleMalt-like","ABC","A","Scotland","Malt"
"Glengoyne Cask Strength (all batches)","8.61","0.47","11","$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glengoyne Cask Strength (batch 1)","8.75","0.46","4","$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glengoyne Cask Strength (batch 2)","8.69","0.40","3","$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glengoyne Cask Strength (batch 3)","8.46","0.79","5","$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glengoyne Cask Strength (batch 4)","8.60","0.15","4","$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glengoyne Teapot Dram (all batches)","8.84","0.44","6","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenkinchie 12yo","8.28","0.16","14","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glenkinchie Distiller's Edition (all editions)","8.42","0.26","13","$$$$","SingleMalt-like","GH","B","Scotland","Malt"
"Glenlivet 12yo","8.07","0.30","20","$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenlivet 15yo French Oak","8.38","0.25","17","$$$$","SingleMalt-like","EF","F","Scotland","Malt"
"Glenlivet 18yo","8.61","0.21","21","$$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenlivet 21yo Archive (all batches)","8.83","0.31","12","$$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenlivet Alpha","8.96","0.11","4","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenlivet Cipher","8.61","0.32","7","$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenlivet Founder's Reserve","7.96","0.43","12","$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenlivet Nadurra 16yo","8.87","0.20","21","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenlivet Nadurra First Fill (White Oak)","9.06","0.28","3","$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenlivet Nadurra Oloroso","8.33","0.75","10","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenlivet XXV 25yo","8.90","0.18","10","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenlossie 10yo (F&F)","8.19","0.30","9","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glenmorangie 10yo","8.50","0.44","23","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glenmorangie 18yo","8.69","0.32","14","$$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenmorangie A Midwinter Night’s Dram","8.69","0.28","5","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenmorangie Companta","8.85","0.56","12","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenmorangie Dornoch","8.56","0.63","8","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenmorangie Duthac","8.55","0.26","8","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenmorangie Ealanta","8.89","0.29","14","$$$$$+","SingleMalt-like","EF","F","Scotland","Malt"
"Glenmorangie Lasanta","8.41","0.36","19","$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenmorangie Milsean","8.48","0.36","10","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenmorangie Nectar d'Or","8.76","0.28","20","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenmorangie Quinta Ruban","8.57","0.48","21","$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glenmorangie Signet","8.99","0.40","18","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenmorangie Taghta","8.70","0.31","9","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Glenmorangie Tusail","8.83","0.34","11","$$$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glenrothes Alba Reserve","8.39","0.15","8","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glenrothes Bourbon Cask Reserve","8.16","0.17","3","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Glenrothes Elders' Reserve","8.26","0.72","7","$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenrothes Minister's Reserve","8.73","0.17","4","$$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenrothes Peated Cask Reserve","8.12","0.54","3","$$$","SingleMalt-like","I","I","Scotland","Malt"
"Glenrothes Robur Reserve","8.23","0.39","6","$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glenrothes Select Reserve","7.83","0.32","13","$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenrothes Sherry Cask Reserve","8.13","0.72","9","$$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Glenrothes Vintage 1995 (all bottlings)","8.62","0.26","14","$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenrothes Vintage 1998 (2014)","8.33","0.63","10","$$$$","SingleMalt-like","EF","F","Scotland","Malt"
"Glenrothes Vintage 2001 (all bottlings)","8.19","0.62","9","$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glenrothes Vintage Reserve (NAS)","8.52","0.25","6","$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Glentauchers 1991 18yo (Gordon & MacPhail)","8.43","0.25","3","$$$$","SingleMalt-like","ABC","B","Scotland","Malt"
"Glenturret 10yo","8.10","0.52","11","$$","SingleMalt-like","GH","G","Scotland","Malt"
"Gouden Carolus Single Malt","8.09","0.18","3","$$$$","SingleMalt-like","EF","E","Belgium","Malt"
"Green Spot Château Léoville Barton","8.82","0.34","7","$$$$","SingleMalt-like","ABC","C","Ireland","Blend"
"Green Spot","8.50","0.38","16","$$$$","SingleMalt-like","EF","F","Ireland","Malt"
"Hakushu 10yo","8.77","0.25","4","$$$","SingleMalt-like","GH","H","Japan","Malt"
"Hakushu 12yo","8.72","0.21","18","$$$$","SingleMalt-like","GH","H","Japan","Malt"
"Hakushu 18yo","8.74","0.32","8","$$$$$","SingleMalt-like","EF","F","Japan","Malt"
"Hakushu NAS","8.32","0.36","5","$$$","SingleMalt-like","GH","H","Japan","Malt"
"Hakushu Sherry Cask","8.98","0.43","7","$$$$$+","SingleMalt-like","ABC","B","Japan","Malt"
"Hakushu Single Malt Heavily Peated","8.79","0.33","12","$$$$$+","SingleMalt-like","I","I","Japan","Malt"
"Hazelburn 12yo (Springbank)","8.64","0.24","15","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Hazelburn 8yo (Springbank)","8.38","0.39","11","$$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Hibiki 12yo","8.62","0.24","19","$$$$","SingleMalt-like","GH","G","Japan","Blend"
"Hibiki 17yo","8.77","0.31","14","$$$$$","SingleMalt-like","EF","E","Japan","Blend"
"Hibiki 21yo","9.11","0.25","8","$$$$$+","SingleMalt-like","EF","E","Japan","Blend"
"Hibiki Harmony Master's Select","8.06","1.04","3","$$$$$","SingleMalt-like","GH","G","Japan","Blend"
"Hibiki Harmony","8.38","0.60","15","$$$$","SingleMalt-like","GH","G","Japan","Blend"
"Highland Park 10yo","8.50","0.27","14","$$$","SingleMalt-like","I","I","Scotland","Malt"
"Highland Park 12yo (all reviews)","8.68","0.21","23","$$$","SingleMalt-like","I","I","Scotland","Malt"
"Highland Park 12yo (reviews post-mid 2014)","8.44","0.35","13","$$$","SingleMalt-like","I","I","Scotland","Malt"
"Highland Park 12yo (reviews pre-mid 2014)","8.79","0.25","18","$$$","SingleMalt-like","I","I","Scotland","Malt"
"Highland Park 15yo Fire","8.74","0.40","8","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park 15yo Freya","8.71","0.39","12","$$$$$+","SingleMalt-like","I","I","Scotland","Malt"
"Highland Park 15yo Loki","9.04","0.23","15","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park 15yo","8.72","0.26","11","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park 16yo Odin","9.09","0.25","7","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park 16yo Thor","8.90","0.32","12","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park 17yo Ice","8.69","0.27","8","$$$$$+","SingleMalt-like","I","I","Scotland","Malt"
"Highland Park 18yo","9.08","0.22","23","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park 21yo","8.90","0.40","16","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park 25yo","9.17","0.24","13","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park 30yo","9.15","0.41","12","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park 40yo","9.17","0.44","10","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park Dark Origins","8.48","0.46","19","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Highland Park Einar","8.27","0.38","7","$$$","SingleMalt-like","I","I","Scotland","Malt"
"Highland Park Harald","8.29","0.41","12","$$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Highland Park Sigurd","9.04","0.29","7","$$$$$","SingleMalt-like","I","I","Scotland","Malt"
"Highland Park Svein","8.22","0.37","10","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Ichiro's Malt Chichibu The First","8.50","0.37","12","$$$$$+","SingleMalt-like","GH","G","Japan","Malt"
"Ichiro's Malt Chichibu The Floor Malted","8.45","0.41","5","$$$$$+","SingleMalt-like","GH","G","Japan","Malt"
"Ichiro's Malt Chichibu The Peated","8.79","0.30","7","$$$$$+","SingleMalt-like","J","J","Japan","Malt"
"Ichiro's Malt Double Distilleries","8.66","0.25","7","$$$$$","SingleMalt-like","EF","E","Japan","Malt"
"Ichiro's Malt Mizunara Wood Reserve (MWR)","8.20","0.51","8","$$$$$","SingleMalt-like","GH","H","Japan","Malt"
"Ichiro's Malt The Joker","9.24","0.19","4","$$$$$+","SingleMalt-like","EF","F","Japan","Malt"
"Ileach Peated Islay Cask Strength","8.77","0.38","10","$$$","SingleMalt-like","J","J","Scotland","Malt"
"Ileach Peated Islay","8.38","0.25","7","$$","SingleMalt-like","J","J","Scotland","Malt"
"Inchgower 14yo (F&F)","8.68","0.45","7","$$$$","SingleMalt-like","GH","H","Scotland","Malt"
"Jura 10yo Origin","8.06","0.35","16","$$$","SingleMalt-like","I","I","Scotland","Malt"
"Jura 12yo Elixir","8.32","0.46","10","$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Jura 16yo Diurach's Own","8.50","0.37","13","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Jura 16yo","7.99","0.46","5","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Jura 21yo 200th Anniversary","8.14","0.82","3","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Jura 21yo","8.38","0.76","6","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Jura Brooklyn","8.77","0.21","6","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Jura Prophecy","8.66","0.31","15","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Jura Superstition","8.26","0.44","20","$$$","SingleMalt-like","I","I","Scotland","Malt"
"Jura Turas Mara","7.93","0.54","5","$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Karuizawa 1990 Sherry Butt","9.01","0.27","4","$$$$$+","SingleMalt-like","ABC","A","Japan","Malt"
"Karuizawa Asama Vintages 1999-2000","8.65","0.43","9","$$$$$+","SingleMalt-like","ABC","C","Japan","Malt"
"Kavalan Concertmaster Port Cask","8.28","0.54","18","$$$$","SingleMalt-like","ABC","C","Taiwan","Malt"
"Kavalan Distillery Reserve Peaty Cask","8.76","0.34","4","$$$$$+","SingleMalt-like","I","I","Taiwan","Malt"
"Kavalan ex-Bourbon Oak","9.07","0.23","3","$$$$","SingleMalt-like","EF","E","Taiwan","Malt"
"Kavalan King Car Conductor","8.42","0.38","8","$$$$","SingleMalt-like","GH","G","Taiwan","Malt"
"Kavalan Podium","8.81","0.35","7","$$$$","SingleMalt-like","GH","G","Taiwan","Malt"
"Kavalan Sherry Oak","8.73","0.28","5","$$$$$","SingleMalt-like","ABC","B","Taiwan","Malt"
"Kavalan Single Malt Whisky","8.43","0.50","17","$$$$","SingleMalt-like","GH","G","Taiwan","Malt"
"Kavalan Solist Ex-Bourbon","8.86","0.23","17","$$$$$","SingleMalt-like","EF","E","Taiwan","Malt"
"Kavalan Solist Fino Sherry Cask","8.99","0.34","10","$$$$$+","SingleMalt-like","ABC","A","Taiwan","Malt"
"Kavalan Solist Moscatel Cask","9.24","0.17","3","$$$$$+","SingleMalt-like","GH","G","Scotland","Malt"
"Kavalan Solist Port Cask","8.79","0.44","5","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Kavalan Solist PX Cask","9.10","0.13","3","$$$$$+","SingleMalt-like","ABC","A","Taiwan","Malt"
"Kavalan Solist Sherry Cask","9.12","0.34","14","$$$$$","SingleMalt-like","ABC","A","Taiwan","Malt"
"Kavalan Solist Vinho Barrique","8.98","0.34","13","$$$$$","SingleMalt-like","ABC","A","Taiwan","Malt"
"Kilbeggan Irish Reserve Malt Whiskey","7.98","0.53","6","$$","SingleMalt-like","GH","G","Ireland","Malt"
"Kilchoman 100% Islay (all editions)","8.76","0.25","15","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Kilchoman 2007 Vintage","8.95","0.29","9","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Kilchoman 2008 Vintage","9.02","0.21","5","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Kilchoman Bourbon Single Cask","8.95","0.24","12","$$$$","SingleMalt-like","I","I","Scotland","Malt"
"Kilchoman Coull Point","8.71","0.26","6","$$$$$","SingleMalt-like","I","I","Scotland","Malt"
"Kilchoman Loch Gorm","8.87","0.26","19","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Kilchoman Machir Bay (all vintages)","8.77","0.23","20","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Kilchoman Madeira Cask Matured","8.59","0.34","7","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Kilchoman Original Cask Strength","8.94","0.58","7","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Kilchoman Port Cask Matured","9.07","0.19","5","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Kilchoman PX Sherry Finish","8.88","0.20","7","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Kilchoman Sanaig","8.73","0.28","12","$$$$","SingleMalt-like","I","I","Scotland","Malt"
"Kilchoman Sherry Single Cask","8.62","0.54","13","$$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Kilchoman Spring 2011 Release","8.74","0.24","8","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Kilchoman Winter 2010 Release","8.54","0.15","4","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Kilkerran 12yo","8.93","0.19","11","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Kilkerran Work in Progress Bourbon Wood","8.78","0.42","10","$$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Kilkerran Work in Progress Sherry Wood","8.58","0.32","9","$$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Kilkerran Work in Progress","8.56","0.32","13","$$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Kininvie 17yo (all batches)","8.83","0.32","9","$$$$$+","SingleMalt-like","EF","E","Scotland","Malt"
"Kininvie 23yo (all batches)","8.57","0.35","8","$$$$$+","SingleMalt-like","EF","E","Scotland","Malt"
"Kirin 18yo (Fuji Sanroku)","8.94","0.55","3","$$$$$+","SingleMalt-like","GH","G","Japan","Malt"
"Knappogue Castle 12yo","8.51","0.39","12","$$$","SingleMalt-like","GH","G","Ireland","Malt"
"Knappogue Castle 14yo Twin Wood","8.13","0.67","4","$$$$","SingleMalt-like","EF","E","Ireland","Malt"
"Knappogue Castle 16yo Twin Wood","8.79","0.48","5","$$$$","SingleMalt-like","ABC","C","Ireland","Malt"
"Knappogue Castle Vintage","8.11","0.78","5","$$$","SingleMalt-like","GH","H","Ireland","Malt"
"Knockando 12yo (All Vintages)","7.94","0.41","12","$$","SingleMalt-like","GH","G","Scotland","Malt"
"Lagavulin 12yo Cask Strength","9.12","0.18","19","$$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Lagavulin 16yo","9.22","0.24","26","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Lagavulin 8yo","8.86","0.26","16","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Lagavulin Distiller's Edition (All Vintages)","9.04","0.22","20","$$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Laphroaig 10yo Cask Strength (all batches)","8.96","0.35","19","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Laphroaig 10yo","8.87","0.24","20","$$$","SingleMalt-like","J","J","Scotland","Malt"
"Laphroaig 15yo (200th Anniversary)","8.80","0.29","15","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Laphroaig 18yo","9.03","0.27","18","$$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Laphroaig 21yo","9.22","0.24","9","$$$$$+","SingleMalt-like","J","J","Scotland","Malt"
"Laphroaig 25yo","9.16","0.30","15","$$$$$+","SingleMalt-like","ABC","C","Scotland","Malt"
"Laphroaig An Cuan Mor","8.87","0.14","11","$$$$","SingleMalt-like","J","J","Scotland","Malt"
"Laphroaig Cairdeas 2013 Port Wood","8.83","0.46","12","$$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Laphroaig Cairdeas 2014 Amontillado","8.95","0.22","9","$$$$","SingleMalt-like","J","J","Scotland","Malt"
